,Alias,Type,Experiment,Geometry,Parent,Species,Variety,ExperimentModalities,Repetition,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,URI
286,287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973291 43.61244, 3.973322 43.61242, 3.97337 43.61247, 3.973339 43.61248, 3.973291 43.61244)),,Maize,iPG029,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000676
287,288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973322 43.61242, 3.973352 43.61241, 3.9734 43.61245, 3.97337 43.61247, 3.973322 43.61242)),,Maize,iPG121,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000677
288,289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973352 43.61241, 3.973382 43.61239, 3.97343 43.61243, 3.9734 43.61245, 3.973352 43.61241)),,Maize,iPG167,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000678
289,290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973382 43.61239, 3.973412 43.61237, 3.97346 43.61241, 3.97343 43.61243, 3.973382 43.61239)),,Maize,iPG228,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000679
290,291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973412 43.61237, 3.973443 43.61235, 3.973491 43.61239, 3.97346 43.61241, 3.973412 43.61237)),,Maize,iPG110,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000680
291,292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973443 43.61235, 3.973473 43.61233, 3.973521 43.61237, 3.973491 43.61239, 3.973443 43.61235)),,Maize,iPG314,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000681
292,293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973473 43.61233, 3.973503 43.61231, 3.973551 43.61235, 3.973521 43.61237, 3.973473 43.61233)),,Maize,iPG202,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000682
293,294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973503 43.61231, 3.973533 43.61229, 3.973581 43.61234, 3.973551 43.61235, 3.973503 43.61231)),,Maize,iPG089,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000683
294,295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973533 43.61229, 3.973564 43.61228, 3.973612 43.61232, 3.973581 43.61234, 3.973533 43.61229)),,Maize,iPG136,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000684
295,296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973564 43.61228, 3.973594 43.61226, 3.973642 43.6123, 3.973612 43.61232, 3.973564 43.61228)),,Maize,iPG131,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000685
296,297/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973594 43.61226, 3.973624 43.61224, 3.973672 43.61228, 3.973642 43.6123, 3.973594 43.61226)),,Maize,DKC4590,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000686
297,298/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973624 43.61224, 3.973654 43.61222, 3.973702 43.61226, 3.973672 43.61228, 3.973624 43.61224)),,Maize,DKC4590,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000687
298,299/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973654 43.61222, 3.973685 43.6122, 3.973733 43.61224, 3.973702 43.61226, 3.973654 43.61222)),,Maize,DKC4590,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000688
299,300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973606 43.61218, 3.973637 43.61216, 3.973685 43.6122, 3.973654 43.61222, 3.973606 43.61218)),,Maize,iPG239,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000689
300,301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973576 43.6122, 3.973606 43.61218, 3.973654 43.61222, 3.973624 43.61224, 3.973576 43.6122)),,Maize,iPG233,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000690
301,302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973546 43.61222, 3.973576 43.6122, 3.973624 43.61224, 3.973594 43.61226, 3.973546 43.61222)),,Maize,iPG101,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000691
302,303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973516 43.61223, 3.973546 43.61222, 3.973594 43.61226, 3.973564 43.61228, 3.973516 43.61223)),,Maize,iPG119,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000692
303,304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973485 43.61225, 3.973516 43.61223, 3.973564 43.61228, 3.973533 43.61229, 3.973485 43.61225)),,Maize,iPG176,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000693
304,305/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973455 43.61227, 3.973485 43.61225, 3.973533 43.61229, 3.973503 43.61231, 3.973455 43.61227)),,Maize,DKC4590,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000694
305,306/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973425 43.61229, 3.973455 43.61227, 3.973503 43.61231, 3.973473 43.61233, 3.973425 43.61229)),,Maize,DKC4590,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000695
306,307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973395 43.61231, 3.973425 43.61229, 3.973473 43.61233, 3.973443 43.61235, 3.973395 43.61231)),,Maize,iPG303,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000696
307,308/DZ_PG_23/ZM4388/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973364 43.61233, 3.973395 43.61231, 3.973443 43.61235, 3.973412 43.61237, 3.973364 43.61233)),,Maize,iPG128,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000697
308,309/DZ_PG_74/ZM4397/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973334 43.61235, 3.973364 43.61233, 3.973412 43.61237, 3.973382 43.61239, 3.973334 43.61235)),,Maize,iPG313,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000698
309,310/DZ_PG_44/ZM4369/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973304 43.61237, 3.973334 43.61235, 3.973382 43.61239, 3.973352 43.61241, 3.973304 43.61237)),,Maize,iPG189,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000699
310,311/DZ_PG_77/ZM4452/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973274 43.61238, 3.973304 43.61237, 3.973352 43.61241, 3.973322 43.61242, 3.973274 43.61238)),,Maize,iPG169,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000700
311,312/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973243 43.6124, 3.973274 43.61238, 3.973322 43.61242, 3.973291 43.61244, 3.973243 43.6124)),,Maize,iPG303,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000701
312,313/DZ_PG_45/ZM4385/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973195 43.61236, 3.973226 43.61234, 3.973274 43.61238, 3.973243 43.6124, 3.973195 43.61236)),,Maize,iPG194,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000702
313,314/DZ_PG_36/ZM4372/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973226 43.61234, 3.973256 43.61232, 3.973304 43.61237, 3.973274 43.61238, 3.973226 43.61234)),,Maize,iPG165,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000703
314,315/DZ_PG_11/ZM4386/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973256 43.61232, 3.973286 43.61231, 3.973334 43.61235, 3.973304 43.61237, 3.973256 43.61232)),,Maize,iPG077,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000704
315,316/DZ_PG_35/ZM4358/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973286 43.61231, 3.973316 43.61229, 3.973364 43.61233, 3.973334 43.61235, 3.973286 43.61231)),,Maize,iPG164,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000705
316,317/DZ_PG_26/ZM4387/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973316 43.61229, 3.973347 43.61227, 3.973395 43.61231, 3.973364 43.61233, 3.973316 43.61229)),,Maize,iPG138,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000706
317,318/DZ_PG_07/ZM4351/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973347 43.61227, 3.973377 43.61225, 3.973425 43.61229, 3.973395 43.61231, 3.973347 43.61227)),,Maize,iPG062,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000707
318,319/DZ_PG_05/ZM4357/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973377 43.61225, 3.973407 43.61223, 3.973455 43.61227, 3.973425 43.61229, 3.973377 43.61225)),,Maize,iPG026,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000708
319,320/DZ_PG_31/ZM4347/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973407 43.61223, 3.973437 43.61221, 3.973485 43.61225, 3.973455 43.61227, 3.973407 43.61223)),,Maize,iPG153,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000709
320,321/DZ_PG_54/ZM4346/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973437 43.61221, 3.973468 43.61219, 3.973516 43.61223, 3.973485 43.61225, 3.973437 43.61221)),,Maize,iPG116,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000710
321,322/DZ_PG_33/ZM4353/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973468 43.61219, 3.973498 43.61218, 3.973546 43.61222, 3.973516 43.61223, 3.973468 43.61219)),,Maize,iPG158,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000711
322,323/DZ_PG_16/ZM4359/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973498 43.61218, 3.973528 43.61216, 3.973576 43.6122, 3.973546 43.61222, 3.973498 43.61218)),,Maize,iPG109,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000712
323,324/DZ_PG_10/ZM4365/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973528 43.61216, 3.973558 43.61214, 3.973606 43.61218, 3.973576 43.6122, 3.973528 43.61216)),,Maize,iPG073,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000713
324,325/DZ_PG_53/ZM4345/WD2/1/DIA2017-05-19,Plot,,Polygon ((3.973558 43.61214, 3.973589 43.61212, 3.973637 43.61216, 3.973606 43.61218, 3.973558 43.61214)),,Maize,iPG190,WD2,1,jeaneudes/hollbe/2020/aProject/pl20000714
325,326/DZ_PG_53/ZM4345/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97351 43.6121, 3.973541 43.61208, 3.973589 43.61212, 3.973558 43.61214, 3.97351 43.6121)),,Maize,iPG190,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000715
326,327/DZ_PG_14/ZM4375/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97348 43.61212, 3.97351 43.6121, 3.973558 43.61214, 3.973528 43.61216, 3.97348 43.61212)),,Maize,iPG101,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000716
327,328/DZ_PG_01/ZM4381/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97345 43.61213, 3.97348 43.61212, 3.973528 43.61216, 3.973498 43.61218, 3.97345 43.61213)),,Maize,iPG004,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000717
328,329/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97342 43.61215, 3.97345 43.61213, 3.973498 43.61218, 3.973468 43.61219, 3.97342 43.61215)),,Maize,iPG310,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000718
329,330/DZ_PG_02/ZM4356/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973389 43.61217, 3.97342 43.61215, 3.973468 43.61219, 3.973437 43.61221, 3.973389 43.61217)),,Maize,iPG007,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000719
330,331/DZ_PG_37/ZM4364/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973359 43.61219, 3.973389 43.61217, 3.973437 43.61221, 3.973407 43.61223, 3.973359 43.61219)),,Maize,iPG167,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000720
331,332/DZ_PG_40/ZM4390/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973329 43.61221, 3.973359 43.61219, 3.973407 43.61223, 3.973377 43.61225, 3.973329 43.61221)),,Maize,iPG176,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000721
332,333/DZ_PG_12/ZM1304_lot1/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973299 43.61223, 3.973329 43.61221, 3.973377 43.61225, 3.973347 43.61227, 3.973299 43.61223)),,Maize,iPG082,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000722
333,334/DZ_PG_43/ZM4380/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973268 43.61225, 3.973299 43.61223, 3.973347 43.61227, 3.973316 43.61229, 3.973268 43.61225)),,Maize,iPG188,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000723
334,335/DZ_PG_06/ZM4376/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973238 43.61226, 3.973268 43.61225, 3.973316 43.61229, 3.973286 43.61231, 3.973238 43.61226)),,Maize,iPG029,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000724
335,336/DZ_PG_19/ZM4367/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973208 43.61228, 3.973238 43.61226, 3.973286 43.61231, 3.973256 43.61232, 3.973208 43.61228)),,Maize,iPG117,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000725
336,337/DZ_PG_36/ZM4372/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973178 43.6123, 3.973208 43.61228, 3.973256 43.61232, 3.973226 43.61234, 3.973178 43.6123)),,Maize,iPG165,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000726
337,338/DZ_PG_11/ZM4386/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973147 43.61232, 3.973178 43.6123, 3.973226 43.61234, 3.973195 43.61236, 3.973147 43.61232)),,Maize,iPG077,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000727
338,339/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973099 43.61228, 3.97313 43.61226, 3.973178 43.6123, 3.973147 43.61232, 3.973099 43.61228)),,Maize,iPG303,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000728
339,340/DZ_PG_55/ZM4355/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97313 43.61226, 3.97316 43.61224, 3.973208 43.61228, 3.973178 43.6123, 3.97313 43.61226)),,Maize,iPG146,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000729
340,341/DZ_PG_33/ZM4353/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97316 43.61224, 3.97319 43.61222, 3.973238 43.61226, 3.973208 43.61228, 3.97316 43.61224)),,Maize,iPG158,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000730
341,342/DZ_PG_04/ZM4366/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97319 43.61222, 3.97322 43.6122, 3.973268 43.61225, 3.973238 43.61226, 3.97319 43.61222)),,Maize,iPG321,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000731
342,343/DZ_PG_48/ZM4421/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.97322 43.6122, 3.973251 43.61219, 3.973299 43.61223, 3.973268 43.61225, 3.97322 43.6122)),,Maize,iPG216,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000732
343,344/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973251 43.61219, 3.973281 43.61217, 3.973329 43.61221, 3.973299 43.61223, 3.973251 43.61219)),,Maize,DKC4590,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000733
344,345/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973281 43.61217, 3.973311 43.61215, 3.973359 43.61219, 3.973329 43.61221, 3.973281 43.61217)),,Maize,DKC4590,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000734
345,346/DZ_PG_49/ZM4389/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973311 43.61215, 3.973341 43.61213, 3.973389 43.61217, 3.973359 43.61219, 3.973311 43.61215)),,Maize,iPG228,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000735
346,347/DZ_PG_68/ZM4395/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973341 43.61213, 3.973372 43.61211, 3.97342 43.61215, 3.973389 43.61217, 3.973341 43.61213)),,Maize,iPG311,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000736
347,348/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973372 43.61211, 3.973402 43.61209, 3.97345 43.61213, 3.97342 43.61215, 3.973372 43.61211)),,Maize,iPG303,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000737
348,349/DZ_PG_77/ZM4452/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973402 43.61209, 3.973432 43.61207, 3.97348 43.61212, 3.97345 43.61213, 3.973402 43.61209)),,Maize,iPG169,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000738
349,350/DZ_PG_32/ZM4352/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973432 43.61207, 3.973462 43.61206, 3.97351 43.6121, 3.97348 43.61212, 3.973432 43.61207)),,Maize,iPG155,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000739
350,351/DZ_PG_26/ZM4387/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973462 43.61206, 3.973493 43.61204, 3.973541 43.61208, 3.97351 43.6121, 3.973462 43.61206)),,Maize,iPG138,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000740
351,352/DZ_PG_74/ZM4397/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973414 43.61201, 3.973445 43.612, 3.973493 43.61204, 3.973462 43.61206, 3.973414 43.61201)),,Maize,iPG313,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000741
352,353/DZ_PG_54/ZM4346/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973384 43.61203, 3.973414 43.61201, 3.973462 43.61206, 3.973432 43.61207, 3.973384 43.61203)),,Maize,iPG116,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000742
353,354/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973354 43.61205, 3.973384 43.61203, 3.973432 43.61207, 3.973402 43.61209, 3.973354 43.61205)),,Maize,iPG310,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000743
354,355/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973324 43.61207, 3.973354 43.61205, 3.973402 43.61209, 3.973372 43.61211, 3.973324 43.61207)),,Maize,iPG303,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000744
355,356/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973293 43.61209, 3.973324 43.61207, 3.973372 43.61211, 3.973341 43.61213, 3.973293 43.61209)),,Maize,iPG312,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000745
356,357/DZ_PG_24/ZM4342/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973263 43.61211, 3.973293 43.61209, 3.973341 43.61213, 3.973311 43.61215, 3.973263 43.61211)),,Maize,iPG131,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000746
357,358/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973233 43.61213, 3.973263 43.61211, 3.973311 43.61215, 3.973281 43.61217, 3.973233 43.61213)),,Maize,DKC4590,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000747
358,359/DZ_PG_34/ZM4384/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973203 43.61214, 3.973233 43.61213, 3.973281 43.61217, 3.973251 43.61219, 3.973203 43.61214)),,Maize,iPG159,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000748
359,360/DZ_PG_41/ZM4378/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973172 43.61216, 3.973203 43.61214, 3.973251 43.61219, 3.97322 43.6122, 3.973172 43.61216)),,Maize,iPG181,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000749
360,361/DZ_PG_03/ZM4377/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973142 43.61218, 3.973172 43.61216, 3.97322 43.6122, 3.97319 43.61222, 3.973142 43.61218)),,Maize,iPG017,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000750
361,362/DZ_PG_27/ZM4354/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973112 43.6122, 3.973142 43.61218, 3.97319 43.61222, 3.97316 43.61224, 3.973112 43.6122)),,Maize,iPG103,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000751
362,363/DZ_PG_25/ZM4382/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973082 43.61222, 3.973112 43.6122, 3.97316 43.61224, 3.97313 43.61226, 3.973082 43.61222)),,Maize,iPG136,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000752
363,364/DZ_PG_16/ZM4359/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973051 43.61224, 3.973082 43.61222, 3.97313 43.61226, 3.973099 43.61228, 3.973051 43.61224)),,Maize,iPG109,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000753
364,365/DZ_PG_44/ZM4369/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973003 43.6122, 3.973034 43.61218, 3.973082 43.61222, 3.973051 43.61224, 3.973003 43.6122)),,Maize,iPG189,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000754
365,366/DZ_PG_10/ZM4365/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973034 43.61218, 3.973064 43.61216, 3.973112 43.6122, 3.973082 43.61222, 3.973034 43.61218)),,Maize,iPG073,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000755
366,367/DZ_PG_21/ZM4360/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973064 43.61216, 3.973094 43.61214, 3.973142 43.61218, 3.973112 43.6122, 3.973064 43.61216)),,Maize,iPG120,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000756
367,368/DZ_PG_45/ZM4385/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973094 43.61214, 3.973124 43.61212, 3.973172 43.61216, 3.973142 43.61218, 3.973094 43.61214)),,Maize,iPG194,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000757
368,369/DZ_PG_35/ZM4358/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973124 43.61212, 3.973155 43.6121, 3.973203 43.61214, 3.973172 43.61216, 3.973124 43.61212)),,Maize,iPG164,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000758
369,370/DZ_PG_08/ZM4343/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973155 43.6121, 3.973185 43.61208, 3.973233 43.61213, 3.973203 43.61214, 3.973155 43.6121)),,Maize,iPG063,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000759
370,371/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973185 43.61208, 3.973215 43.61207, 3.973263 43.61211, 3.973233 43.61213, 3.973185 43.61208)),,Maize,DKC4590,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000760
371,372/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973215 43.61207, 3.973245 43.61205, 3.973293 43.61209, 3.973263 43.61211, 3.973215 43.61207)),,Maize,DKC4590,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000761
372,373/DZ_PG_17/ZM4348/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973245 43.61205, 3.973276 43.61203, 3.973324 43.61207, 3.973293 43.61209, 3.973245 43.61205)),,Maize,iPG110,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000762
373,374/DZ_PG_07/ZM4351/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973276 43.61203, 3.973306 43.61201, 3.973354 43.61205, 3.973324 43.61207, 3.973276 43.61203)),,Maize,iPG062,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000763
374,375/DZ_PG_20/ZM4344/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973306 43.61201, 3.973336 43.61199, 3.973384 43.61203, 3.973354 43.61205, 3.973306 43.61201)),,Maize,iPG119,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000764
375,376/DZ_PG_09/ZM4368/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973336 43.61199, 3.973366 43.61197, 3.973414 43.61201, 3.973384 43.61203, 3.973336 43.61199)),,Maize,iPG066,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000765
376,377/DZ_PG_22/ZM4349/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973366 43.61197, 3.973397 43.61195, 3.973445 43.612, 3.973414 43.61201, 3.973366 43.61197)),,Maize,iPG121,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000766
377,378/DZ_PG_13/ZM4379/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973318 43.61193, 3.973349 43.61191, 3.973397 43.61195, 3.973366 43.61197, 3.973318 43.61193)),,Maize,iPG089,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000767
378,379/DZ_PG_63/ZM4392/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973288 43.61195, 3.973318 43.61193, 3.973366 43.61197, 3.973336 43.61199, 3.973288 43.61195)),,Maize,iPG304,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000768
379,380/DZ_PG_50/ZM4363/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973258 43.61197, 3.973288 43.61195, 3.973336 43.61199, 3.973306 43.61201, 3.973258 43.61197)),,Maize,iPG233,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000769
380,381/DZ_PG_47/ZM4362/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973228 43.61199, 3.973258 43.61197, 3.973306 43.61201, 3.973276 43.61203, 3.973228 43.61199)),,Maize,iPG202,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000770
381,382/DZ_PG_31/ZM4347/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973197 43.61201, 3.973228 43.61199, 3.973276 43.61203, 3.973245 43.61205, 3.973197 43.61201)),,Maize,iPG153,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000771
382,383/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973167 43.61202, 3.973197 43.61201, 3.973245 43.61205, 3.973215 43.61207, 3.973167 43.61202)),,Maize,iPG312,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000772
383,384/DZ_PG_52/ZM4370/WD2/2/DIA2017-05-19,Plot,,Polygon ((3.973137 43.61204, 3.973167 43.61202, 3.973215 43.61207, 3.973185 43.61208, 3.973137 43.61204)),,Maize,iPG239,WD2,2,jeaneudes/hollbe/2020/aProject/pl20000773
